rad_haplotyper -v BMA.recode.vcf -r reference.fasta -x 35 -d 10 -z 3 -m .25 -g BMA.gen -p popmap
Locus	Sites	Haplotypes	Inds_Haplotyped	Total_Inds	Prop_Haplotyped	Status	Poss_Paralog	Low_Cov/Geno_Err	Miss_Geno	Comment
dDocent_Contig_10157	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10160	3	4	361	384	0.940	PASSED	0	0	23	
dDocent_Contig_10162	-	-	-	-	-	FILTERED	0	0	0	Complex
dDocent_Contig_10164	2	3	374	384	0.974	PASSED	0	1	9	
dDocent_Contig_10169	3	4	370	384	0.964	PASSED	0	0	14	
dDocent_Contig_10172	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10173	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10175	2	3	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10178	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10185	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10189	2	3	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_10190	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10194	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10195	2	3	360	384	0.938	PASSED	0	3	21	
dDocent_Contig_10196	2	3	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10197	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10198	2	3	374	384	0.974	PASSED	0	0	10	
dDocent_Contig_10199	3	1	2	384	0.005	FILTERED	0	376	6	Missing data
dDocent_Contig_10202	-	-	-	-	-	FILTERED	0	0	0	Complex
dDocent_Contig_10203	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10206	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10207	3	4	382	384	0.995	PASSED	2	0	0	
dDocent_Contig_10211	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10212	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10215	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10217	2	3	371	384	0.966	PASSED	0	0	13	
dDocent_Contig_10220	2	4	376	384	0.979	PASSED	7	0	1	
dDocent_Contig_10221	2	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10222	1	2	376	384	0.979	PASSED	0	0	8	
dDocent_Contig_10225	1	2	378	384	0.984	PASSED	0	0	6	
dDocent_Contig_10226	4	5	381	384	0.992	PASSED	2	0	1	
dDocent_Contig_10228	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10230	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10240	2	4	349	384	0.909	PASSED	6	3	26	
dDocent_Contig_10244	1	2	374	384	0.974	PASSED	0	0	10	
dDocent_Contig_10245	2	3	382	384	0.995	PASSED	0	1	1	
dDocent_Contig_10246	5	6	382	384	0.995	PASSED	2	0	0	
dDocent_Contig_10249	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10257	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10259	3	3	382	384	0.995	PASSED	0	1	1	
dDocent_Contig_10260	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10263	2	1	3	384	0.008	FILTERED	0	381	0	Missing data
dDocent_Contig_10264	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10290	1	2	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_10294	5	5	383	384	0.997	PASSED	0	1	0	
dDocent_Contig_10295	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10302	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10309	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10310	2	3	383	384	0.997	PASSED	1	0	0	
dDocent_Contig_10312	2	1	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10313	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10314	2	3	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_10315	1	2	372	384	0.969	PASSED	0	0	12	
dDocent_Contig_10316	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10332	2	3	376	384	0.979	PASSED	0	0	8	
dDocent_Contig_10336	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10337	1	2	370	384	0.964	PASSED	0	0	14	
dDocent_Contig_10343	5	6	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10345	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10346	2	3	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10350	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10354	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10356	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10358	2	3	382	384	0.995	PASSED	1	0	1	
dDocent_Contig_10359	1	2	373	384	0.971	PASSED	0	0	11	
dDocent_Contig_10367	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10370	3	4	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10378	3	4	378	384	0.984	PASSED	0	0	6	
dDocent_Contig_10380	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10385	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10387	2	3	362	384	0.943	PASSED	0	0	22	
dDocent_Contig_10389	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10391	1	2	375	384	0.977	PASSED	0	0	9	
dDocent_Contig_10392	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10397	2	1	15	384	0.039	FILTERED	0	369	0	Missing data
dDocent_Contig_10422	2	3	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10423	3	4	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10425	1	2	374	384	0.974	PASSED	0	0	10	
dDocent_Contig_10426	2	3	374	384	0.974	PASSED	1	0	9	
dDocent_Contig_10434	8	8	376	384	0.979	PASSED	2	0	6	
dDocent_Contig_10436	1	2	375	384	0.977	PASSED	0	0	9	
dDocent_Contig_10439	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10441	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10443	1	2	376	384	0.979	PASSED	0	0	8	
dDocent_Contig_10444	3	4	368	384	0.958	PASSED	0	0	16	
dDocent_Contig_10448	1	2	374	384	0.974	PASSED	0	0	10	
dDocent_Contig_10454	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10456	4	4	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10457	1	1	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10460	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10462	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10463	2	3	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10465	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10467	3	4	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10481	2	3	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10483	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10484	2	3	358	384	0.932	PASSED	0	8	18	
dDocent_Contig_10498	1	2	358	384	0.932	PASSED	0	0	26	
dDocent_Contig_10500	1	2	367	384	0.956	PASSED	0	0	17	
dDocent_Contig_10501	-	-	-	-	-	FILTERED	0	0	0	Complex
dDocent_Contig_10503	6	4	382	384	0.995	PASSED	0	1	1	
dDocent_Contig_10505	4	5	380	384	0.990	PASSED	1	0	3	
dDocent_Contig_10506	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10507	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10509	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10510	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10511	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10514	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10516	3	4	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10517	2	3	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_10519	1	2	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_10524	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10525	1	2	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_10526	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10531	3	2	380	384	0.990	PASSED	0	1	3	
dDocent_Contig_10541	2	3	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10543	2	3	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10545	1	2	372	384	0.969	PASSED	0	0	12	
dDocent_Contig_10548	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10551	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10555	4	4	311	384	0.810	PASSED	3	52	18	
dDocent_Contig_10561	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10563	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10567	1	2	370	384	0.964	PASSED	0	0	14	
dDocent_Contig_10569	2	3	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10572	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10573	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10574	4	5	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10575	2	3	377	384	0.982	PASSED	0	0	7	
dDocent_Contig_10576	2	3	361	384	0.940	PASSED	0	0	23	
dDocent_Contig_10578	2	3	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10579	3	4	378	384	0.984	PASSED	0	0	6	
dDocent_Contig_10582	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10592	1	2	362	384	0.943	PASSED	0	0	22	
dDocent_Contig_10593	1	2	373	384	0.971	PASSED	0	0	11	
dDocent_Contig_10596	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10597	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10600	3	5	383	384	0.997	PASSED	1	0	0	
dDocent_Contig_10602	3	4	381	384	0.992	PASSED	1	0	2	
dDocent_Contig_10603	3	4	383	384	0.997	PASSED	1	0	0	
dDocent_Contig_10605	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10609	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10610	2	3	364	384	0.948	PASSED	0	0	20	
dDocent_Contig_10611	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10613	3	4	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10618	1	2	377	384	0.982	PASSED	0	0	7	
dDocent_Contig_10623	1	2	374	384	0.974	PASSED	0	0	10	
dDocent_Contig_10624	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10625	1	1	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10627	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10634	2	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10640	-	-	-	-	-	FILTERED	0	0	0	Complex
dDocent_Contig_10647	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10649	5	6	382	384	0.995	PASSED	2	0	0	
dDocent_Contig_10650	3	4	377	384	0.982	PASSED	0	0	7	
dDocent_Contig_10652	2	3	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10654	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10657	3	4	371	384	0.966	PASSED	0	0	13	
dDocent_Contig_10661	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10662	1	2	373	384	0.971	PASSED	0	0	11	
dDocent_Contig_10664	4	5	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10665	1	2	362	384	0.943	PASSED	0	0	22	
dDocent_Contig_10666	3	4	365	384	0.951	PASSED	0	0	19	
dDocent_Contig_10670	3	4	381	384	0.992	PASSED	1	0	2	
dDocent_Contig_10672	0	0	0	384	0.000	FILTERED	0	375	9	Missing data
dDocent_Contig_10682	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10683	1	2	377	384	0.982	PASSED	0	0	7	
dDocent_Contig_10684	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10685	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10696	1	2	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_10697	3	4	383	384	0.997	PASSED	1	0	0	
dDocent_Contig_10698	1	2	376	384	0.979	PASSED	0	0	8	
dDocent_Contig_10706	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10711	2	2	382	384	0.995	PASSED	1	0	1	
dDocent_Contig_10712	1	2	374	384	0.974	PASSED	0	0	10	
dDocent_Contig_10718	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10719	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10721	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10723	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10725	1	2	368	384	0.958	PASSED	0	0	16	
dDocent_Contig_10728	2	3	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10733	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10735	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10739	2	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10740	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10742	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10744	3	4	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10745	6	5	377	384	0.982	PASSED	0	0	7	
dDocent_Contig_10751	1	1	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10759	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10762	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10765	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10771	2	3	368	384	0.958	PASSED	0	0	16	
dDocent_Contig_10776	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10781	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10782	3	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10787	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10790	3	3	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_10791	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10793	1	2	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_10795	1	2	372	384	0.969	PASSED	0	0	12	
dDocent_Contig_10797	2	3	362	384	0.943	PASSED	1	0	21	
dDocent_Contig_10803	1	2	370	384	0.964	PASSED	0	0	14	
dDocent_Contig_10804	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10806	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10808	2	3	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10813	1	2	377	384	0.982	PASSED	0	0	7	
dDocent_Contig_10816	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10818	3	4	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10820	1	2	366	384	0.953	PASSED	0	0	18	
dDocent_Contig_10821	2	3	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10823	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10824	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10825	1	2	366	384	0.953	PASSED	0	0	18	
dDocent_Contig_10828	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10830	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10834	1	2	376	384	0.979	PASSED	0	0	8	
dDocent_Contig_10835	1	2	377	384	0.982	PASSED	0	0	7	
dDocent_Contig_10843	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10845	2	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10846	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10849	2	3	380	384	0.990	PASSED	2	0	2	
dDocent_Contig_10854	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10855	5	6	379	384	0.987	PASSED	1	0	4	
dDocent_Contig_10856	2	3	383	384	0.997	PASSED	1	0	0	
dDocent_Contig_10859	3	3	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10861	2	3	375	384	0.977	PASSED	0	0	9	
dDocent_Contig_10862	2	2	371	384	0.966	PASSED	0	0	13	
dDocent_Contig_10863	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10865	2	3	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_10870	2	3	378	384	0.984	PASSED	0	0	6	
dDocent_Contig_10886	3	4	378	384	0.984	PASSED	0	0	6	
dDocent_Contig_10887	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10888	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10892	2	3	375	384	0.977	PASSED	0	0	9	
dDocent_Contig_10894	4	4	382	384	0.995	PASSED	0	1	1	
dDocent_Contig_10896	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10897	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10900	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10902	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10905	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10906	2	4	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10909	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10911	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_10912	2	3	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_10916	3	4	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10919	4	4	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10920	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10921	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10926	3	4	370	384	0.964	PASSED	0	0	14	
dDocent_Contig_10927	2	3	361	384	0.940	PASSED	0	0	23	
dDocent_Contig_10928	1	2	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_10930	3	4	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_10933	2	3	376	384	0.979	PASSED	0	0	8	
dDocent_Contig_10935	1	1	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10938	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10940	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10944	3	4	365	384	0.951	PASSED	1	0	18	
dDocent_Contig_10945	1	2	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_10946	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_10947	1	1	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10948	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10950	1	2	378	384	0.984	PASSED	0	0	6	
dDocent_Contig_10951	4	5	380	384	0.990	PASSED	1	0	3	
dDocent_Contig_10952	4	6	363	384	0.945	PASSED	15	0	6	
dDocent_Contig_10953	2	3	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_10956	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10957	1	2	370	384	0.964	PASSED	0	0	14	
dDocent_Contig_10967	2	3	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_10968	2	3	371	384	0.966	PASSED	2	0	11	
dDocent_Contig_10975	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10978	2	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_10979	1	2	378	384	0.984	PASSED	0	0	6	
dDocent_Contig_10981	1	2	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_11	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_11011	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11012	2	4	379	384	0.987	PASSED	0	1	4	
dDocent_Contig_11013	1	2	377	384	0.982	PASSED	0	0	7	
dDocent_Contig_11016	1	2	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_11030	4	5	378	384	0.984	PASSED	0	0	6	
dDocent_Contig_11031	2	3	375	384	0.977	PASSED	1	0	8	
dDocent_Contig_11033	2	3	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_11034	3	4	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_11035	1	1	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11036	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11037	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_11038	5	7	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11050	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_11051	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11055	5	6	374	384	0.974	PASSED	2	1	7	
dDocent_Contig_11061	1	2	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_11063	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_11071	1	2	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_11073	1	2	367	384	0.956	PASSED	0	0	17	
dDocent_Contig_11075	1	2	371	384	0.966	PASSED	0	0	13	
dDocent_Contig_11077	1	2	374	384	0.974	PASSED	0	0	10	
dDocent_Contig_11081	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11092	4	5	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_11093	1	2	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_11097	4	6	380	384	0.990	PASSED	1	1	2	
dDocent_Contig_11118	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_11145	2	3	370	384	0.964	PASSED	0	0	14	
dDocent_Contig_11155	1	2	375	384	0.977	PASSED	0	0	9	
dDocent_Contig_11157	3	4	379	384	0.987	PASSED	2	2	1	
dDocent_Contig_11158	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_11160	1	2	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_11161	1	2	374	384	0.974	PASSED	0	0	10	
dDocent_Contig_11170	1	2	369	384	0.961	PASSED	0	0	15	
dDocent_Contig_11188	3	4	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_11190	2	3	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_11191	1	2	371	384	0.966	PASSED	0	0	13	
dDocent_Contig_11193	1	2	374	384	0.974	PASSED	0	0	10	
dDocent_Contig_11195	3	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11203	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11206	2	3	377	384	0.982	PASSED	1	0	6	
dDocent_Contig_11216	2	3	378	384	0.984	PASSED	0	0	6	
dDocent_Contig_11227	1	2	383	384	0.997	PASSED	0	0	1	
dDocent_Contig_11252	3	4	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_11253	1	2	381	384	0.992	PASSED	0	0	3	
dDocent_Contig_11257	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11258	1	2	382	384	0.995	PASSED	0	0	2	
dDocent_Contig_11263	1	2	379	384	0.987	PASSED	0	0	5	
dDocent_Contig_11264	1	2	375	384	0.977	PASSED	0	0	9	
dDocent_Contig_11265	1	2	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_11268	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11270	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11272	3	4	361	384	0.940	PASSED	0	0	23	
dDocent_Contig_11277	1	2	380	384	0.990	PASSED	0	0	4	
dDocent_Contig_11283	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11285	2	3	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11286	2	3	360	384	0.938	PASSED	0	21	3	
dDocent_Contig_11289	3	4	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11293	5	6	337	384	0.878	PASSED	5	18	24	
dDocent_Contig_11296	1	2	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11297	3	4	384	384	1.000	PASSED	0	0	0	
dDocent_Contig_11298	1	2	375	384	0.977	PASSED	0	0	9	
dDocent_Contig_11300	1	2	382	384	0.995	PASSED	0	0	2	
